Date,Initial AUM,Deposits,Withdrawals,Units to Mint,Units to Burn,Net Units,Units,Post Mov Aum,Unrealized Performance $,Unrealized Performance %,Realized Performance $,Realized Performance %,Initial Price per Unit,Close Price per Unit,Servicing Fee,Trading Costs,Price per Unit with MER,PPU Change,Final AUM,Total Performance %,AUM_Change,AUM_Change_%,PPU_MER_Change,PPU_MER_Change_%
2025-10-21,10733.5,0.0,0.0,0.0,0.0,0.0,10733.5,10733.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10733.5,0.0,0.0,0.0,0.0,0.0
2025-10-21,10733.5,0.0,0.0,0.0,0.0,0.0,10733.5,10733.5,0.0,0.0,0.0,0.0,1.0,1.0,1.7644109589041097,0.0,0.9998356164383562,-0.0001643835616438,10731.735589041096,0.0,-1.7644109589036816,-0.0164383561643795,-0.0001643835616438,-0.0164383561643832
2025-10-22,10731.735589041096,0.0,0.0,0.0,0.0,0.0,10733.5,10731.735589041096,0.0,0.0,-207.0,-1.928858554914284,0.9998356164383562,0.980550201615605,1.729809122551169,0.0,0.9803890417774768,-0.0194465746608795,10523.005779918543,-1.928858554914284,-208.72980912255116,-1.9449771883654992,-0.0194465746608795,-1.9449771883654907
2025-10-23,10523.005779918543,0.0,0.0,0.0,0.0,0.0,10733.5,10523.005779918543,0.0,0.0,0.0,0.0,0.9803890417774768,0.9803890417774764,1.695885953949565,0.0,0.9802310424339306,-0.0001579993435462,10521.309893964592,0.0,-1.6958859539499826,-0.0161159842484008,-0.0001579993435462,-0.0161159842484319
2025-10-24,10521.309893964592,0.0,0.0,0.0,0.0,0.0,10733.5,10521.309893964592,0.0,0.0,670.07,6.368693696441512,0.9802310424339306,1.0426589550439829,1.8033103528331573,0.0,1.0424909473714778,0.062259904937547295,11189.576583611757,6.368693696441512,668.2666896471655,6.351554097180502,0.062259904937547295,6.351554097180485
